Catégorie,Action,clean_categorie,predicted_categorie,valid_sentence
M3 > MOS,plus d'actualité,M3,CRM,False
M3 > MOS Paramétrage,resolu,M3,CRM,False
M3 > MOS Paramétrage,resolu,M3,CRM,False
M3 > MOS Paramétrage,resolu,M3,M3,False
M3 > MOS Paramétrage,resolu,M3,M3,False
M3 > MOS Paramétrage,resolu,M3,M3,False
M3 > MOS Paramétrage,resolu,M3,M3,False
M3 > MOS Paramétrage,resolu,M3,M3,False
M3 > MOS Paramétrage,resolu,M3,M3,False
M3 > MOS Paramétrage,resolu,M3,M3,False
M3 > Paramètrage,ok,M3,M3,False
M3 > Paramètrage,ok,M3,M3,False
M3 > Paramètrage,OK,M3,M3,False
M3 > Production,Nous attendons le retour d'informations du fonctionnel,M3,M3,False
M3 > Production,"L'option 1 a été activé sur ce numéro de lot.rn
Merci de vérifier à nouveau",M3,M3,False
M3 > Production,"L'OF a été débloqué via le PMS140rn
Merci d'actualiser votre application",M3,M3,False
M3 > Production,MERCI DE SAISIR SANS LE NUMERO DE LOT,M3,M3,False
M3 > Production,"La session en cours a été déconnectée dans le PMS140rn
Merci de réessyer",M3,M3,False
M3 > Production,TRAITE,M3,M3,False
M3 > Production,TRAITE,M3,CRM,False
M3 > Production,TRAITE,M3,M3,False
M3 > Production,TRAITE,M3,M3,False
M3 > Production,TRAITE,M3,Materiel,False
M3 > Production,TRAITE,M3,Materiel,False
M3 > Production,TRAITE,M3,Materiel,False
M3 > Production,TRAITE,M3,Materiel,False
M3 > SCM,TRAITE,M3,Postes,False
M3 > SCM,EN COURS. Pour vérification,M3,Materiel,False
M3 > Technique,TRAITE,M3,Materiel,False
M3 > Technique,ok,M3,M3,False
M3 > Technique,La méthode de stockage au niveau du MMS002G a été modifié (emplacement multiple),M3,Reseau,False
Materiel > Autres,RDV pris avec Jacqueline demain à 7h00,Materiel,M3,False
Materiel > Autres,souris affectee,Materiel,M3,False
Materiel > Autres,chargeur laptop remplacé,Materiel,Materiel,False
Materiel > Autres,Batterie remplacée,Materiel,M3,False
Materiel > Autres,activation des touches numériques,Materiel,Materiel,False
Materiel > Autres,batterie remplacée,Materiel,Materiel,False
Materiel > Autres,Batterie laptop remplacée,Materiel,Materiel,False
Materiel > Cibelite,exécution gpupdate,Materiel,Reseau,False
Materiel > Laptop,reconnexion du poste téléphonique,Materiel,Materiel,False
Materiel > Laptop,Upgrade de la RAM effectuée,Materiel,Materiel,False
Materiel > Laptop,Reparation effectué par GS2I,Materiel,Postes,False
Materiel > Laptop,Traité,Materiel,M3,False
Materiel > Laptop,batterie remplacée,Materiel,M3,False
Materiel > Laptop,upgration de la ram a 16 go,Materiel,Postes,False
Materiel > Laptop,Batterie remplacée sur la machine,Materiel,Materiel,False
Materiel > Laptop,Batterie remplacée sur la machinern,Materiel,Reseau,False
Materiel > Laptop,Chargeur remplacé,Materiel,M3,False
Materiel > Laptop,Intervention faite par le prestataire et OK,Materiel,Postes,False
Materiel > Laptop,Remplacement de la batterie effectuée,Materiel,M3,False
Materiel > Laptop,Batterie remplacée sur la machine,Materiel,Reseau,False
Materiel > Laptop,resolu,Materiel,Postes,False
Materiel > Lecteur biométrique,Hotes crées,Materiel,Postes,False
Materiel > Serveur,Traité,Materiel,Reseau,False
Materiel > Telephone,Besoin enregistré,Materiel,Reseau,False
Materiel > Telephone,Besoin enregistré. Nous n'avons pas de téléphone pour le moment,Materiel,M3,False
Materiel > Telephone,reconnexion réseau du poste,Materiel,Postes,False
Materiel > Telephone,"Bonjour Pierre,rn
Merci de m’appeler au tél : 699 10 61 30 ou me communiquer ton numéro.",Materiel,Workflows,False
Materiel > Telephone,Problème résolu,Materiel,Reseau,False
Materiel > Telephone,Connexion sur une autre prise effectué pour le moment provisoire,Materiel,Securité,False
Materiel > Telephone,"demande pris en charge et affecté a Charles Motassi pour analyse pousséern
reference:Ticket - ID : 241168",Materiel,M3,False
Materiel > Telephone,attribution d'un nouveau poste de re paramétrage test ok,Materiel,Postes,False
Materiel > Telephone,redémarrage du poste. test OK,Materiel,Postes,False
Materiel > Telephone,"demande pris en charge et affecté a Charles Motassi pour analyse pousséern
reference:Ticket - ID : 241168",Materiel,Postes,False
Materiel > Telephone,"demande pris en charge et affecté a Charles Motassi pour analyse pousséern
reference:Ticket - ID : 241168",Materiel,Postes,False
Materiel > Telephone,Merci d'affecter l'incident à la production informatique,Materiel,Securité,False
Optimaint > Achat,resolu,Optimaint,Postes,False
Optimaint > Achat,demande traitee,Optimaint,M3,False
Optimaint > Achat,Connexion réseau rétablie,Optimaint,Postes,False
Optimaint > Achat,RAS,Optimaint,Postes,False
Optimaint > Achat,TRAITE,Optimaint,M3,False
Optimaint > Achat,resolu. TRAITE,Optimaint,Postes,False
Optimaint > Achat,resolu,Optimaint,M3,False
Optimaint > Achat,resolu,Optimaint,Postes,False
Optimaint > Achat,resolu,Optimaint,Securité,False
Optimaint > Achat,RAS,Optimaint,Postes,False
Optimaint > Achat,resolu,Optimaint,M3,False
Optimaint > Achat,resolu,Optimaint,Postes,False
Optimaint > Achat,EN ETUDE,Optimaint,Postes,False
Optimaint > Achat,resolu,Optimaint,M3,False
Optimaint > Achat,resolu,Optimaint,Postes,False
Optimaint > Achat,ATTENTE DE LA HOTLINE,Optimaint,CRM,False
Optimaint > Editions personnalisée,resolu.,Optimaint,M3,False
Optimaint > Intervention,ENCOURS,Optimaint,M3,False
Optimaint > Intervention,resolu,Optimaint,Securité,False
Optimaint > Intervention,RAS,Optimaint,Postes,False
Optimaint > Intervention,resolu,Optimaint,Materiel,False
Optimaint > Intervention,TRAITE,Optimaint,Postes,False
Optimaint > Stock,resolu,Optimaint,Securité,False
Optimaint > Techniques,ceci n'est pas un incident,Optimaint,Postes,False
Optimaint > Techniques,service restauré,Optimaint,M3,False
Optimaint > Techniques,ok,Optimaint,Postes,False
Optimaint > Techniques,TRAITE,Optimaint,Securité,False
Optimaint > Techniques,demande traitée,Optimaint,Postes,False
Optimaint > Techniques,Merci de remplir une fiche de profil pour demander les accès à la hotline,Optimaint,Postes,False
Optimaint > Techniques,resolu,Optimaint,Postes,False
Postes de travail > Installation et Configuration,Commande d'une nouvelle batterie en cours rn,Postes,Securité,False
Postes de travail > Installation et Configuration,Ouverture effectuée. Vider la cache du navigateur,Postes,M3,False
Postes de travail > Installation et Configuration,RAS,Postes,M3,False
Postes de travail > Installation et Configuration,resolu,Postes,M3,False
Postes de travail > Installation et Configuration,aucune action menees,Postes,Workflows,False
Postes de travail > Installation et Configuration,Traité,Postes,M3,False
Postes de travail > Installation et Configuration,resolu,Postes,Postes,False
Postes de travail > Installation et Configuration,resolu,Postes,Workflows,False
Postes de travail > Installation et Configuration,resolu,Postes,Reseau,False
Postes de travail > Installation et Configuration,resolu,Postes,M3,False
Postes de travail > Installation et Configuration,Switch basculé sur le NAC ce jour pat charles,Postes,M3,False
Postes de travail > Installation et Configuration,"aucune action menées rn
 rn
Merci de redémarrer votre ordinateur et prière d'essayer a nouveau",Postes,Postes,False
Postes de travail > Installation et Configuration,traité,Postes,Postes,False
Postes de travail > Installation et Configuration,"Aucune Action menee rn
Doublon...Merci de paienter votre demande est en cours de traitement",Postes,M3,False
Postes de travail > Installation et Configuration,Cet Incident est en doublon... votre demande est en cours de traitement,Postes,Postes,False
Postes de travail > Installation et Configuration,parametrage fait,Postes,M3,False
Postes de travail > Installation et Configuration,RAS,Postes,Securité,False
Postes de travail > Installation et Configuration,cet incident est un doublon...Merci de patienter car votre demande est en cours de traitement,Postes,Postes,False
Postes de travail > Installation et Configuration,Restauration réseau OK.,Postes,Postes,False
Postes de travail > Installation et Configuration,Ouverture effectuée par Edge,Postes,Workflows,False
Postes de travail > Installation et Configuration,mise à jour effectuée,Postes,M3,False
Postes de travail > Installation et Configuration,"Redémarrage du poste de travail par l'utilisateur lui-même, visualisation des facture à nouveau OK",Postes,Infogérance,False
Postes de travail > Installation et Configuration,Dysfonctionnement corrigé,Postes,Postes,False
Postes de travail > Installation et Configuration,Mise à jour de l'application à la version 5.27.1 effectuée; Toutes les autorisations accordées; ouverture de e-leader OK,Postes,M3,False
Postes de travail > Installation et Configuration,Problème de serveur d'antivirus,Postes,Postes,False
Postes de travail > Installation et Configuration,Bien vouloir télécharger le fichier,Postes,Securité,False
Postes de travail > Installation et Configuration,"Défragmentation du poste avec nétoyage du disque dur, OK.",Postes,M3,False
Postes de travail > Installation et Configuration,orientation user,Postes,Reseau,False
Postes de travail > Installation et Configuration,"Aller dans Action, puis cliquer supprimer",Postes,Securité,False
Postes de travail > Installation et Configuration,problème résolu,Postes,Postes,False
Postes de travail > Installation et Configuration,Lancer Outlook en mode sans échec. Nous restons en observation,Postes,Postes,False
Postes de travail > Installation et Configuration,Configuration de l'imprimante,Postes,M3,False
Postes de travail > Installation et Configuration,"Désactivation du proxy, problème résolu",Postes,Postes,False
Postes de travail > Installation et Configuration,resolu,Postes,M3,False
Postes de travail > Installation et Configuration,ras,Postes,Postes,False
Postes de travail > Installation et Configuration,resiolu,Postes,Reseau,False
Postes de travail > Installation et Configuration,Poste utilisateur à redémarré par l'utilisateur suite mise à jour Signature,Postes,M3,False
Postes de travail > Installation et Configuration,Installation de la nouvelle version,Postes,M3,False
Postes de travail > Installation et Configuration,"Poste de travail CMRUCT19041 redémarré, ouverture normale de Microsoft Excel retrouvée",Postes,Postes,False
Postes de travail > Installation et Configuration,Ok après avoir retiré et remis la SIM,Postes,Workflows,False
Postes de travail > Installation et Configuration,planification remonté manuellement par réquête.,Postes,Postes,False
Postes de travail > Installation et Configuration,DT supprimée,Postes,Postes,False
Postes de travail > Installation et Configuration,problème resolu,Postes,Postes,False
Postes de travail > Installation et Configuration,Retour à la normal après stabilité du courant,Postes,Infogérance,False
Postes de travail > Installation et Configuration,Configuration de messagerie,Postes,Postes,False
Postes de travail > Installation et Configuration,Signature user activée via letsignit,Postes,Securité,False
Postes de travail > Installation et Configuration,Réinitialisation faite,Postes,M3,False
Postes de travail > Installation et Configuration,Bien vouloir actualiser,Postes,Securité,False
Postes de travail > Installation et Configuration,Redémarrage du Pc OK.,Postes,Securité,False
Postes de travail > Installation et Configuration,"Assistance de l'utilisateur, WF initié",Postes,Reseau,False
Postes de travail > Installation et Configuration,INCIDENT A ETE RESOLU,Postes,Materiel,False
Postes de travail > Installation et Configuration,"Problème de Switchrn
Incident confié à au Prstataire Afriteck",Postes,Postes,False
Postes de travail > Installation et Configuration,"Est-il le seul à rencontrer cet incident ? si soui, sut tous les MFP? si soui, regardezvdans les dossiers de la messagerie (courrier indésirable, courrier pêle mêle",Postes,Securité,False
Postes de travail > Installation et Configuration,Attribution des droits,Postes,Postes,False
Postes de travail > Installation et Configuration,Blocage proxy,Postes,CRM,False
Postes de travail > Installation et Configuration,Changement du profil et du mot de passe,Postes,Reseau,False
Postes de travail > Installation et Configuration,RAS,Postes,Materiel,False
Postes de travail > Installation et Configuration,poste de téléphone débranché et poste de travail de l'utilisateur connecté pour lui permettre de travailler.,Postes,M3,False
Postes de travail > Installation et Configuration,L'utilisatrice doit passer à l'Informatiquern,Postes,M3,False
Postes de travail > Installation et Configuration,lenteur réseau . ouverture avec un autre navigateur,Postes,M3,False
Postes de travail > Installation et Configuration,Service rétabli,Postes,Securité,False
Postes de travail > Installation et Configuration,extraction fait et transmis au demandeur,Postes,M3,False
Postes de travail > Installation et Configuration,Connexion effectuée,Postes,Securité,False
Postes de travail > Installation et Configuration,Problème d'accès resolu,Postes,Postes,False
Postes de travail > Installation et Configuration,ok,Postes,M3,False
Postes de travail > Installation et Configuration,Connexion rétablie,Postes,Postes,False
Postes de travail > Installation et Configuration,Avons attendu le laptop pour dépannage sans suite,Postes,Postes,False
Postes de travail > Installation et Configuration,Connexion partielle par défaut utilisée WIFI_SABC.,Postes,Postes,False
Postes de travail > Installation et Configuration,résolution problème saturation par l'admin,Postes,Securité,False
Postes de travail > Installation et Configuration,Mise à jour effectuée,Postes,Workflows,False
Postes de travail > Installation et Configuration,ras,Postes,M3,False
Postes de travail > Installation et Configuration,plus d'actualité,Postes,Postes,False
Postes de travail > Installation et Configuration,profil utilisateur configuré,Postes,M3,False
Postes de travail > Installation et Configuration,Problème résolu,Postes,Postes,False
Postes de travail > Installation et Configuration,L'intervention a été transmise à la DI,Postes,M3,False
Postes de travail > Installation et Configuration,Configuration de Outlook,Postes,Applications,False
Postes de travail > Installation et Configuration,"Bien vouloir cliquer sur avancer, puis continuer vers ce site",Postes,Postes,False
Postes de travail > Installation et Configuration,attribution des autorisations aux contacts,Postes,Infrastructure,False
Postes de travail > Installation et Configuration,"incidnet en doublern
rnrn
 Merci à la hotline de confier l'incident à l'adminsitrateur du workflows pour le changement de valideur",Postes,Postes,False
Postes de travail > Installation et Configuration,lenteur réseau instantanée,Postes,M3,False
Postes de travail > Installation et Configuration,Mise à jour effectué. Maj du SE en attente,Postes,Securité,False
Postes de travail > Installation et Configuration,rebrassage de la prise sur un autre port,Postes,Reseau,False
Postes de travail > Installation et Configuration,plus d'actualité,Postes,Postes,False
Postes de travail > Installation et Configuration,reconfiguration de Outlook. test OK,Postes,Securité,False
Postes de travail > Installation et Configuration,"Exécution de gpupdate /forcern
sortie/entrée dans le domaine. test OK",Postes,Infogérance,False
Postes de travail > Installation et Configuration,RDV pris demain matin pour résolution.,Postes,Securité,False
Postes de travail > Installation et Configuration,"Bonjour,rn
 rn
Bien vouloir assainir votre messagerie.",Postes,Postes,False
Postes de travail > Installation et Configuration,connexion au workflow et accés direct à la page de validation RH apres le reparametrage des limites d'affichage,Postes,Postes,False
Postes de travail > Installation et Configuration,Prière d'affecter aux Administrateurs My Brasserie / My Siroperie,Postes,M3,False
Postes de travail > Installation et Configuration,Résolu,Postes,Postes,False
Postes de travail > Installation et Configuration,création d''un ticket auprès de people Input,Postes,Workflows,False
Postes de travail > Installation et Configuration,Réinitialisation de la carte réseau,Postes,Postes,False
Postes de travail > Installation et Configuration,Connexion effectuée,Postes,Workflows,False
Postes de travail > Installation et Configuration,ras,Postes,Securité,False
Postes de travail > Installation et Configuration,"rétablissement du réseau, configuration du profil, installation de logiciels et configuration de l'imprimante",Postes,Postes,False
Postes de travail > Installation et Configuration,La bonne adresse lui a été communiquée. Résolu,Postes,Postes,False
Postes de travail > Installation et Configuration,Traitement en cours,Postes,M3,False
Postes de travail > Installation et Configuration,je ne gère pas cette application,Postes,M3,False
Postes de travail > Installation et Configuration,Suppression de la base de données de connexion du user,Postes,Postes,False
Postes de travail > Installation et Configuration,paramètres réinitialisés,Postes,M3,False
Postes de travail > Installation et Configuration,lenteur LIMS,Postes,Reseau,False
Postes de travail > Installation et Configuration,"Workflow établi en respectant la procédure, validation par l'assistante budget OK",Postes,M3,False
Postes de travail > Installation et Configuration,Connexion directe partant de la prise réseau vers le PC Ok.,Postes,M3,False
Postes de travail > Installation et Configuration,demande traitee,Postes,M3,False
Postes de travail > Installation et Configuration,"création d''un ticket auprès de people Input rn
 rn
Incident résolu par l'hebergeur",Postes,M3,False
Postes de travail > Installation et Configuration,User pas accès à Internet,Postes,M3,False
Postes de travail > Installation et Configuration,Aucune action de ma part,Postes,M3,False
Postes de travail > Installation et Configuration,"non respect de la casse ---epse au lieu de EPSErn
Correction de l'information.",Postes,M3,False
Postes de travail > Installation et Configuration,Mise de l'application de PDF,Postes,Securité,False
Postes de travail > Installation et Configuration,Résolu,Postes,Securité,False
Postes de travail > Installation et Configuration,rnLe poste bien connecté sur le réseau et tous les services opérationnels. Nous restons toutefois en observation de son comportementrn,Postes,Securité,False
Postes de travail > Installation et Configuration,mise à jour du pilote,Postes,Securité,False
Postes de travail > Installation et Configuration,plus d'actualité,Postes,M3,False
Postes de travail > Installation et Configuration,MISE A JOUR PROFILS DANS ELEADER,Postes,M3,False
Postes de travail > Installation et Configuration,traité,Postes,Securité,False
Postes de travail > Installation et Configuration,Bien vouloir affecter l'incident au centre,Postes,Securité,False
Postes de travail > Installation et Configuration,Réinitialisation de la facture faite,Postes,M3,False
Postes de travail > Installation et Configuration,Incident résolu par M. NOUSSIMIER,Postes,Postes,False
Postes de travail > Installation et Configuration,demande effectuée à la hotline,Postes,Securité,False
Postes de travail > Installation et Configuration,changement de navigateur : utilisation de edge.,Postes,Postes,False
Postes de travail > Installation et Configuration,Lien introduit dans les sites particuliers par l'admn,Postes,Securité,False
Postes de travail > Installation et Configuration,clavier remplacé,Postes,Infrastructure,False
Postes de travail > Installation et Configuration,Message provoqué par le serveur,Postes,Securité,False
Postes de travail > Installation et Configuration,Vérification du projecteur lors de notre passsage,Postes,Reseau,False
Postes de travail > Installation et Configuration,user configurés sur UPCUT101,Postes,Postes,False
Postes de travail > Installation et Configuration,"Demande faîte à la Hotline pour droits au valideur3rn
La hotline n'a pas pas donner l'incident à l'administrateur pour le changement de valideurrn
je n'ai pas de droit pour efefctuer cette opération",Postes,Postes,False
Postes de travail > Installation et Configuration,Incident transféré à l'Administrateur Cloud,Postes,M3,False
Postes de travail > Installation et Configuration,reslu,Postes,Postes,False
Postes de travail > Installation et Configuration,resolu,Postes,Securité,False
Postes de travail > Installation et Configuration,résolu,Postes,Postes,False
Postes de travail > Installation et Configuration,RAS,Postes,Infogérance,False
Postes de travail > Installation et Configuration,Prière d'affecter à l'Administrateur My Brasserie et My Siroperie,Postes,Securité,False
Postes de travail > Installation et Configuration,Accès faite,Postes,Securité,False
Postes de travail > Installation et Configuration,Problème de réseau,Postes,Securité,False
Postes de travail > Installation et Configuration,Problème résolu,Postes,Postes,False
Postes de travail > Installation et Configuration,Correction faite sur le port du switch test ok,Postes,Système,False
Postes de travail > Installation et Configuration,ras,Postes,Applications,False
Postes de travail > Installation et Configuration,information sur la période du contrat définit et incident ouvert.,Postes,Workflows,False
Postes de travail > Installation et Configuration,Problème résolu par l'Administrateur Cloud; prière de refaire un test,Postes,Securité,False
Postes de travail > Installation et Configuration,problème d'édition résolu,Postes,M3,False
Postes de travail > Installation et Configuration,ras,Postes,Infrastructure,False
Postes de travail > Installation et Configuration,ras,Postes,M3,False
Postes de travail > Installation et Configuration,ras,Postes,Postes,False
Postes de travail > Installation et Configuration,Demande traitée,Postes,Postes,False
Postes de travail > Installation et Configuration,resolu,Postes,Securité,False
Postes de travail > Installation et Configuration,MAJ de la signature effectuée,Postes,Reseau,False
Postes de travail > Installation et Configuration,serveur redéfini,Postes,Postes,False
Postes de travail > Installation et Configuration,mails adressés à hotline/MOT pour vérification.,Postes,Reseau,False
Postes de travail > Installation et Configuration,Ouverture des workflows par Microsoft Edge OK.,Postes,Securité,False
Postes de travail > Installation et Configuration,ras,Postes,Securité,False
Postes de travail > Installation et Configuration,équipement redémarré,Postes,Postes,False
Postes de travail > Installation et Configuration,instabilité électrique sur le site,Postes,Postes,False
Postes de travail > Installation et Configuration,Resolu,Postes,M3,False
Postes de travail > Installation et Configuration,Workflow à ouvrir à partir d'une connexion privée,Postes,Securité,False
Postes de travail > Installation et Configuration,Il doit remplir et faire valider la fiche de gestion d'identité selon la procédure,Postes,Postes,False
Postes de travail > Installation et Configuration,mini switch débloqué suite à l'intervention de charles,Postes,Securité,False
Postes de travail > Installation et Configuration,document transmis,Postes,Postes,False
Postes de travail > Installation et Configuration,Connexion du poste sur le réseau filaire et modification effective,Postes,Postes,False
Postes de travail > Installation et Configuration,"Reconfiguration du vpn, ok",Postes,Infogérance,False
Postes de travail > Installation et Configuration,RAS,Postes,Postes,False
Postes de travail > Installation et Configuration,"Incident re affecté à la hotline, Résolu",Postes,M3,False
Postes de travail > Installation et Configuration,Problème résolu,Postes,Postes,False
Postes de travail > Installation et Configuration,résolu,Postes,Postes,False
Postes de travail > Installation et Configuration,traité,Postes,Postes,False
Postes de travail > Installation et Configuration,L'utilisateur voudrait que le N° de l'AD soit le même pour l'authentification,Postes,M3,False
Postes de travail > Installation et Configuration,résolu,Postes,Postes,False
Postes de travail > Installation et Configuration,Nous lui avons demandé de saisir la DI pour demande de droits,Postes,Postes,False
Postes de travail > Installation et Configuration,resolu,Postes,M3,False
Postes de travail > Installation et Configuration,resolu,Postes,Postes,False
Postes de travail > Installation et Configuration,imprimante configurée,Postes,Infrastructure,False
Postes de travail > Installation et Configuration,problème résolu,Postes,Securité,False
Postes de travail > Installation et Configuration,"Aucune action menees rn
rnrn
 rn
rnrn
l'utilisateurs n'est pas stable toujours en deplacement",Postes,Postes,False
Postes de travail > Installation et Configuration,poste de travail redémarré,Postes,Reseau,False
Postes de travail > Installation et Configuration,resolu,Postes,Securité,False
Postes de travail > Installation et Configuration,Problème résolu,Postes,Reseau,False
Postes de travail > Installation et Configuration,Merci de confirmer la résolution de cet incident,Postes,Reseau,False
Postes de travail > Installation et Configuration,resolu,Postes,Infrastructure,False
Postes de travail > Installation et Configuration,Incident résolu,Postes,Securité,False
Reseau > LAN,"Ces ports ont été désactivés du fait de multiples mauvaises manipulationsrn
 rn
La situation a été corrigée…peut ut checker à nouveau STP ?",Reseau,Reseau,False
Reseau > LAN,equipements UP à présent,Reseau,Postes,False
Reseau > LAN,Bonne adresse http://balibo102:8080/BOE/BI saisie; accès à BALIBO102 OK,Reseau,M3,False
Reseau > LAN,insertion de l'imprimante dans le groupe des imprimantes canon au niveau du NAC,Reseau,Reseau,False
Reseau > LAN,réseau revenu,Reseau,Reseau,False
Reseau > LAN,Suppression du NAC sur le port concerné le temps que le helpdesk bascule les utilisateurs sur les nouveaux ports,Reseau,Postes,False
Reseau > LAN,stabilisation du réseau,Reseau,Postes,False
Reseau > LAN,Site up,Reseau,M3,False
Reseau > LAN,Blocage du NAC,Reseau,Workflows,False
Reseau > LAN,Connexion réseau activée,Reseau,M3,False
Reseau > LAN,Up,Reseau,M3,False
Reseau > LAN,"demande pris en charge et affecté a Charles Motassi pour analyse pousséern
reference:Ticket - ID : 241168",Reseau,Postes,False
Reseau > LAN,connexion pc sur une prise fonctionnelle,Reseau,M3,False
Reseau > LAN,Stabilisation du réseau,Reseau,Reseau,False
Reseau > LAN,reconnexion de la prise,Reseau,Postes,False
Reseau > LAN,lenteur constatée sur l'ensemble du site de bonaberi,Reseau,M3,False
Reseau > LAN,pas de problème d'électricité sur le site,Reseau,M3,False
Reseau > LAN,Module remplacé,Reseau,Infrastructure,False
Reseau > LAN,Accès à faire valider par le RSSI,Reseau,Reseau,False
Reseau > LAN,plus d'actualité,Reseau,M3,False
Reseau > LAN,"Ndokoti --> remise ne service de l'électricitérn
Nsam --> intervention Helpdesk",Reseau,Reseau,False
Reseau > LAN,remonté,Reseau,M3,False
Reseau > LAN,resolu,Reseau,M3,False
Reseau > LAN,mise à jour de la carte,Reseau,M3,False
Reseau > LAN,Resolu,Reseau,Postes,False
Reseau > LAN,Up,Reseau,Postes,False
Reseau > LAN,Redemarrage du serveur par BALIEVALP101 par BCD,Reseau,M3,False
Reseau > LAN,Up,Reseau,Postes,False
Reseau > MPLS,Lien up,Reseau,M3,False
Reseau > MPLS,Traité par l'opérateur,Reseau,Infrastructure,False
Reseau > MPLS,Traité par l'opérateur,Reseau,Reseau,False
Reseau > MPLS,Up,Reseau,M3,False
Reseau > MPLS,resolu,Reseau,Reseau,False
Reseau > MPLS,resolu,Reseau,Infrastructure,False
Reseau > MPLS,resolu,Reseau,Postes,False
Reseau > MPLS,resolu,Reseau,Postes,False
Reseau > MPLS,resolu,Reseau,Infrastructure,False
Reseau > MPLS,Up,Reseau,M3,False
Reseau > MPLS,site up,Reseau,Postes,False
Reseau > MPLS,resolu,Reseau,Postes,False
Reseau > OCMS,Lien up,Reseau,Reseau,False
Reseau > OCMS,remontes,Reseau,Postes,False
Reseau > OCMS,lien up,Reseau,Postes,False
Reseau > OCMS,site up,Reseau,M3,False
Reseau > OCMS,resolu,Reseau,Securité,False
Reseau > OCMS,site actuellement up,Reseau,M3,False
Reseau > OCMS,resolu,Reseau,Postes,False
Reseau > OCMS,site up,Reseau,CRM,False
Reseau > OCMS,Traité par l'opérateur,Reseau,Postes,False
Reseau > OCMS,resolu,Reseau,M3,False
Reseau > OCMS,resolu,Reseau,Infrastructure,False
Reseau > OCMS,Lien UP à présent.,Reseau,Postes,False
Reseau > OCMS,UP à présent,Reseau,CRM,False
Reseau > OCMS,OK à présent,Reseau,Postes,False
Reseau > OCMS,"RAS rn
 rn
il s'agit d'un doublon",Reseau,Postes,False
Reseau > OCMS,SITE up à présent,Reseau,Workflows,False
Reseau > OCMS,doublon,Reseau,M3,False
Reseau > OCMS,resolu,Reseau,Flotte,False
Reseau > OCMS,ok,Reseau,M3,False
Reseau > OCMS,resolu,Reseau,M3,False
Reseau > OCMS,SITE UP DEPUIS 23H,Reseau,Postes,False
Reseau > OCMS,Site actuellement up,Reseau,CRM,False
Reseau > OCMS,ok,Reseau,Reseau,False
Reseau > OCMS,resolu,Reseau,M3,False
Reseau > OCMS,Restauration du service,Reseau,Securité,False
Reseau > Telephonie,demande traitee,Reseau,M3,False
Reseau > Telephonie,CET INCIDENT A ETE CREE EN DOUBLE,Reseau,Postes,False
Reseau > Telephonie,Numéro modifié,Reseau,Postes,False
Reseau > Telephonie,"Modification des noms. Mais les nouveaux numéros n'ont pas été crées, la création se fait au moment de la mise ne service du poste",Reseau,Postes,False
Reseau > Telephonie,Nom modifié,Reseau,Postes,False
Reseau > Telephonie,Nom modifié,Reseau,Postes,False
Reseau > Telephonie,poste redémarré test OK,Reseau,Postes,False
Reseau > Telephonie,OK,Reseau,M3,False
Reseau > Telephonie,"demande pris en charge et affecté a Charles Motassi pour analyse pousséern
reference:Ticket - ID : 241168",Reseau,Postes,False
Reseau > Telephonie,Nom modifié,Reseau,Postes,False
Reseau > Telephonie,Problème d'ordre générale sur le site sur plusieurs poste IP 8012 et la solution global est encours d'analyse au niveau de la DSI,Reseau,M3,False
Reseau > Telephonie,l'incident fait l'objet d'une demande global encours d'analyse et de traitement au niveau de l'exploitation DSI.,Reseau,M3,False
Reseau > Telephonie,resolu,Reseau,Securité,False
Reseau > Wifi,resolu,Reseau,M3,False
Reseau > Wifi,resolu,Reseau,M3,False
Reseau > Wifi,resolu,Reseau,M3,False
Reseau > Wifi,resolu,Reseau,Postes,False
Reseau > Wifi,problème wifi resolu,Reseau,Postes,False
Reseau > Wifi,Redémarrage de la borne YAOUAPN010 Conditionnement disponible en ce moment mais les deux autres YAOUAPN013 et 015 les locaux ne seront accessibles que demain matin.,Reseau,Postes,False
Reseau > Wifi,téléchargement et installation du pilote de la carte wifi,Reseau,Postes,False
Securité > Autres,VOTRE DEMANDE A ETE TRAITEE,Securité,Postes,False
Securité > Autres,demande traitée,Securité,M3,False
Securité > Profil,"Bonjour,rn
 rn
Merci de remplir et de faire validée une nouvelle fiche de profil.rn
 rn
Celle-ci jointe n'a pas été validée.",Securité,M3,False
Securité > Profil,Traité,Securité,Postes,False
Securité > Profil,Traité,Securité,Postes,False
Securité > Profil,Traité,Securité,Postes,False
Securité > Profil,resolu,Securité,Postes,False
Securité > Profil,resolu,Securité,Postes,False
Securité > Profil,resolu,Securité,Securité,False
Securité > Profil,resolu,Securité,Postes,False
Securité > Profil,resolu,Securité,Postes,False
Securité > Profil,resolu,Securité,M3,False
Securité > Profil,demmande traitee,Securité,Postes,False
Securité > Profil,Aucune action menées,Securité,CRM,False
Securité > Profil,resolu,Securité,Postes,False
Securité > Profil,resolu,Securité,Postes,False
Securité > Profil,resolu,Securité,Postes,False
Securité > Profil,"rn
CET INCIDENT EST UN DOUBLON",Securité,Postes,False
Securité > Profil,resolu,Securité,Postes,False
Securité > Profil,"Bonjour Léon,rn
 rn
Prière de leur établir chacun une fiche de profil et la faire valider par JBK et le DUS.",Securité,Postes,False
Securité > Profil,resolu,Securité,Postes,False
Securité > Profil,resolu,Securité,Postes,False
Securité > Profil,votre compte a été activé,Securité,Postes,False
